FkkoCode,FkkoDescription,collection,disposal,placement,processing,transportation,utilization
35592112204,Отходы электролиза расплавов безводного карналлита и хлоридов магния в производстве магний-сырца,0,0,0,0,0,0
35592121294,Отходы очистки магний-сырца рафинированием оксидно-хлоридным флюсом при производстве рафинированного магния и сплавов на его основе,0,0,0,0,0,0
35592122204,Отходы очистки магний-сырца рафинированием с использованием защитно-рафинировочного флюса на основе карналлита в производстве магния и сплавов на его основе,0,0,0,0,0,0
35592231204,"Электроды графитовые, отработанные в производстве магния-сырца, загрязненные хлоридами металлов",0,0,0,0,0,0
35592232204,"Электроды графитовые, отработанные в производстве магния-сырца, незагрязненные",0,0,0,0,0,0
35593000000,Отходы производства вольфрама,0,0,0,0,0,0
35594000000,Отходы производства молибдена,0,0,0,0,0,0
35595000000,Отходы производства кобальта,0,0,0,0,0,0
35596000000,Отходы производства хрома,0,0,0,0,0,0
35596121423,"Пыль газоочистки при подготовке сырья для производства хрома металлического, содержащая соединения хрома (iii)",0,0,0,0,0,0
35596231204,Шлак выплавки хрома металлического,0,0,0,0,0,0
35597000000,Отходы производства марганца,0,0,0,0,0,0
35598000000,"Отходы производства редких (тантала, ниобия, галлия, германия, иридия) и редкоземельных металлов",0,0,0,0,0,0
35598400000,Отходы производства германия,0,0,0,0,0,0
35598411334,Осадок нейтрализации известковым молоком пульпы разложения германийсодержащих концентратов,0,0,0,0,0,0
35598412202,Отходы сульфидирования хлоридов мышьяка при производстве германия,0,0,0,0,0,0
35598421204,"Остаток вакуумного испарения технологических растворов, отработанных при производстве германия",0,0,0,0,0,0
35599000000,Прочие отходы производства цветных металлов,0,0,0,0,0,0
35599111395,"Осадок при утилизации хлора и хлорсодержащих газов, образующихся в производстве магния и титана",0,0,0,0,0,0
35599211204,Осадок нейтрализации известковым молоком сточных вод производств магния и титана обезвоженный,0,0,0,0,0,0
35599221394,Осадок при обработке известковым молоком смеси вод дождевой (ливневой) канализации и сточных вод производств меди и никеля,0,0,0,0,0,0
35599222334,Осадок очистки сточных вод мойки автотранспорта при производствах меди и никеля,0,0,0,0,0,0
35599321393,Отходы очистки газоходов и оборудования производства никеля и меди,0,0,0,0,0,0
35599421714,Смет с производственных помещений и территорий производств меди и никеля,0,0,0,0,0,0
35599611313,"Смазочно-охлаждающие жидкости, содержащие нефтепродукты в количестве 15% и более, отработанные в производстве цветного проката",1,1,1,1,1,0
35700000000,Отходы литья металлов,0,0,0,0,0,0
35701000000,Отходы плавки черных металлов,0,0,0,0,0,0
35701100000,Отходы плавки чугуна,0,0,0,0,0,0
35701111214,Шлак плавки чугуна,0,0,0,0,0,0
35701112204,Шлак плавки высококремнистого чугуна (ферросилида) при его литье,0,0,0,0,0,0
35701121204,Шлак плавки чугуна в вагранках,0,0,0,0,0,0
35701200000,Отходы плавки стали при литье стали,0,0,0,0,0,0
35701211204,Шлак плавки стали при литье стали,0,0,0,0,0,0
35701221203,Шлак при электрошлаковом литье стали с применением флюса на основе плавикового шпата и глинозема,0,0,0,0,0,0
35702000000,Отходы плавки цветных металлов,0,0,0,0,0,0
35702100000,"Отходы плавки свинца, цинка и олова при их литье",0,0,0,0,0,0
35702115204,Шлак плавки баббита свинцового при его литье,0,0,0,0,0,0
35702121203,Шлак плавки цинка при литье цинка,0,0,0,0,0,0
35702200000,Отходы плавки магния при литье магния,0,0,0,0,0,0
35702211204,Осадок печей плавки магния и магниевых сплавов,0,0,0,0,0,0
35702300000,Отходы плавки алюминия при литье алюминия,0,0,0,0,0,0
35702311203,Шлак плавки алюминия при литье алюминия,0,0,0,0,0,0
35702312204,Шлак плавки алюминия при литье алюминия малоопасный,0,0,0,0,0,0
35702400000,Отходы плавки меди и сплавов на ее основе при их литье,0,0,0,0,0,0
35702411204,Шлак плавки меди при литье меди,0,0,0,0,0,0
35702421203,Шлак плавки бронзы при литье бронзы,0,0,0,0,0,0
35702422204,Шлак плавки бронзы при литье бронзы малоопасный,0,0,0,0,0,0
35702431204,Шлак плавки латуни при литье латуни,0,0,0,0,0,0
35702451213,Отходы сортировки шлака плавки медных сплавов при литье медных сплавов,0,0,0,0,0,0
35702500000,Отходы плавки никеля и никелевых сплавов при их литье,0,0,0,0,0,0
35702551214,Отходы сортировки шлака плавки никеля при литье никеля,0,0,0,0,0,0
35702831202,"Шлак плавки бериллия, содержащий бериллий в количестве более 20%",0,0,0,0,0,0
35703000000,Прочие отходы плавки черных и цветных металлов,0,0,0,0,0,0
35703111204,Шлаки плавки черных и цветных металлов в смеси,0,0,0,0,0,0
35704111423,Пыль газоочистки при дроблении и сортировке шлаков плавки медных и никелевых сплавов,0,0,0,0,0,0
35705111204,Отходы изготовления стержней и стержневой смеси на основе песка при литье металлов,0,0,0,0,0,0
35705112394,Отходы этилсиликатной суспензии при изготовлении литейных форм,0,0,0,0,0,0
35705113404,Отсев глины при изготовлении формовочной смеси для литья металлов,1,1,1,1,1,0
35705511404,Отходы регенерации песка из брака литейных стержней,1,1,1,1,1,0
35705911404,"Глина формовочная, утратившая потребительские свойства",1,1,1,1,1,0
35710000000,Отходы литья черных металлов,0,0,0,0,0,0
35710100000,Отходы подготовки сырья и материалов для литья черных металлов,0,0,0,0,0,0
35710191394,Отходы зачистки емкостей приготовления меловой суспензии,0,0,0,0,0,0
35715000000,Отходы литейных форм от литья черных металлов,0,0,0,0,0,0
35715001494,Песок формовочный горелый отработанный малоопасный,1,1,1,1,1,0
35715002294,Керамические формы от литья черных металлов отработанные,0,0,0,0,0,0
35715011495,Песок формовочный горелый отработанный практически неопасный,0,0,0,0,0,0
35715111514,Гипсовые формы для литья черных металлов отработанные,0,0,0,0,0,0
35716111204,Отходы модельной массы на основе воска при литье черных металлов,0,0,0,0,0,0
35719000000,Отходы газоочистки при литье черных металлов,0,0,0,0,0,0
35719121334,Отходы мокрой очистки газов от вагранок,0,0,0,0,0,0
35719122393,Отходы мокрой очистки газов печей электрошлакового переплава и флюсоплавильных установок от пыли и фтористых соединений известковым молоком,0,0,0,0,0,0
35719131424,"Пыль очистки газов плавильных печей при литье черных металлов, содержащая преимущественно соединения кальция и железа",0,0,0,0,0,0
35719132425,"Пыль очистки газов при литье черных металлов, содержащая преимущественно диоксид кремния",0,0,0,0,0,0
35719133424,"Пыль очистки газов электродуговых плавильных печей при литье черных металлов, содержащая преимущественно соединения железа и диоксид кремния",0,0,0,0,0,0
35719229494,Отходы зачистки пылеулавливающего оборудования вагранок,0,0,0,0,0,0
35719511424,Пыль формовочной земли,0,0,0,0,0,0
35719811603,"Ткань фильтровальная из синтетических волокон, отработанная при очистке выбросов плавильных печей при литье черных металлов",0,0,0,0,0,0
35720000000,"Отходы литья свинца, цинка и олова",0,0,0,0,0,0
35721000000,Отходы литья цинка,0,0,0,0,0,0
35722000000,Отходы литья свинца,0,0,0,0,0,0
35722900000,Отходы газоочистки при литье свинца,0,0,0,0,0,0
35722911403,Фильтрующая загрузка древесная газоочистки при литье свинца,1,1,1,1,1,0
35723000000,Отходы литья олова,0,0,0,0,0,0
35730000000,Отходы литья алюминия,0,0,0,0,0,0
35735000000,Отходы литейных форм от литья алюминия,0,0,0,0,0,0
35735111494,Песок формовочный горелый от литья алюминия отработанный,0,0,0,0,0,0
35735112494,"Стержни на основе песка, отработанные при литье алюминия",0,0,0,0,0,0
35736111514,"Тигли литейные графитовые, отработанные при литье алюминия",0,0,0,0,0,0
35738121333,Отходы зачистки приямков машин литья алюминия под давлением,0,0,0,0,0,0
35740000000,Отходы литья меди и сплавов на ее основе,0,0,0,0,0,0
35745000000,Отходы литейных форм от литья меди и сплавов на ее основе,0,0,0,0,0,0
35745111494,Песок формовочный горелый от литья бронзы отработанный,0,0,0,0,0,0
35745151494,Песок формовочный горелый от литья медных сплавов отработанный,0,0,0,0,0,0
35745211294,Керамические формы от литья бронзы отработанные,0,0,0,0,0,0
35745231294,Керамические формы от литья латуни отработанные,0,0,0,0,0,0
35749000000,Отходы газоочистки при литье меди и сплавов на ее основе,0,0,0,0,0,0
35749111423,Пыль очистки газов плавильных печей при литье бронзы,0,0,0,0,0,0
35750000000,Отходы литья никеля,0,0,0,0,0,0
35759000000,Отходы газоочистки при литье никеля,0,0,0,0,0,0
35759111424,Пыль очистки газов плавильных печей при литье никеля,0,0,0,0,0,0
35780000000,Отходы литья черных и цветных металлов прочие,0,0,0,0,0,0
35783000000,Отходы газоочистки при литье черных и цветных металлов,0,0,0,0,0,0
35783151423,"Отходы очистки аспирационной системы при литье цветных металлов, содержащие соединения алюминия, цинка и меди",0,0,0,0,0,0
35783152325,"Отходы мокрой очистки газов при литье черных и цветных металлов, содержащие преимущественно диоксид кремния",0,0,0,0,0,0
35784000000,Отходы компонентов формовочных смесей,0,0,0,0,0,0
35784111324,Отходы жидкого стекла при изготовлении формовочных смесей,0,0,0,0,0,0
35785000000,Отходы литейных форм от литья черных и цветных металлов,0,0,0,0,0,0
35785111204,"Гипсовые формы от литья цветных металлов, загрязненные цинком и медью",0,0,0,0,0,0
35785112514,Графитовая оснастка от литья цветных металлов отработанная,0,0,0,0,0,0
35785211204,Отходы модельной массы на основе воска при литье черных и цветных металлов,0,0,0,0,0,0
35785221203,"Парафино-стеариновая масса, отработанная при литье цветных металлов",0,0,0,0,0,0
35785231304,Отходы модельной массы на основе парафина при литье черных и/или цветных металлов,0,0,0,0,0,0
35786111513,"Тигли литейные карбидкремниевые, отработанные при литье цветных металлов",0,0,0,0,0,0
35789100000,"Отходы очистки отливок из черных, цветных металлов и их сплавов",0,0,0,0,0,0
35789111495,Отходы очистки отливок из черных и цветных металлов с преимущественным содержанием диоксида кремния,0,0,0,0,0,0
35789121203,"Расплав бифторида калия, отработанный при очистке отливок из черных, цветных металлов и их сплавов от формовочной смеси на основе песка",0,0,0,0,0,0
35789131104,"Раствор на основе гидроксида натрия, отработанный при очистке отливок из черных металлов",0,0,0,0,0,0
35790000000,Отходы литья прочих цветных металлов,0,0,0,0,0,0
36000000000,"Отходы производства готовых металлических изделий, кроме машин и оборудования",0,0,0,0,0,0
36100000000,Отходы обработки металлов при производстве готовых металлических изделий,0,0,0,0,0,0
36105000000,Отходы при термической обработке металлов,0,0,0,0,0,0
36105100000,Отходы закалочных ванн,0,0,0,0,0,0
36105111203,Отходы расплава хлористого бария закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105112203,"Отходы расплава хлорида бария закалочных ванн термической обработки металлических поверхностей, содержащие оксиды железа",0,0,0,0,0,0
36105113203,Отходы расплава хлоридов бария и натрия закалочных ванн термической обработки металлических поверхностей,0,0,0,0,0,0
36105114204,"Отходы расплава закалочных ванн при термической обработке металлических поверхностей, содержащие преимущественно хлорид натрия",0,0,0,0,0,0
36105115203,"Отходы расплава хлоридов бария, калия и натрия закалочных ванн при термической обработке металлических поверхностей",0,0,0,0,0,0
36105116203,"Отходы расплава хлоридов бария, калия, натрия и магния закалочных ванн при термической обработке металлических поверхностей",0,0,0,0,0,0
36105117203,"Отходы расплава хлоридов кальция, бария и натрия закалочных ванн при термической обработке металлических поверхностей",0,0,0,0,0,0
36105118203,Отходы расплава сульфата бария закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105119203,Отходы расплава хлорида калия закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105121202,Отходы расплава гидроксида натрия закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105122202,Отходы расплава гидроксидов натрия и калия закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105131203,Отходы расплава нитрата и нитрита натрия закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105132204,Отходы расплава нитратов натрия и калия закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105141203,"Отходы расплава нитратов и хлоридов натрия, калия и бария при термической обработке металлических поверхностей",0,0,0,0,0,0
36105151104,"Жидкость закалочная синтетическая водосмешиваемая, отработанная при закаливании стальных изделий",0,0,0,0,0,0
36105181393,Отходы зачистки закалочных ванн при термической обработке металлических поверхностей,0,0,0,0,0,0
36105182394,"Отходы зачистки соляных закалочных ванн при термической обработке металлических поверхностей, содержащие преимущественно хлориды металлов",0,0,0,0,0,0
36105183203,Смесь отходов зачистки соляных и селитровых закалочных ванн термической обработки металлических поверхностей,0,0,0,0,0,0
36105211224,"Стружка чугунная, отработанная при термической обработке (отжиге) металлических изделий, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)",0,0,0,0,0,0
36105300000,Отходы при химико-термической обработке металлов,0,0,0,0,0,0
36105371422,Отходы аспирации при приготовлении хромирующей смеси для химико-термической обработки металлов,0,0,0,0,0,0
36105800000,Отходы зачистки оборудования при термической обработке металлов,0,0,0,0,0,0
36105811393,Окалина замасленная закалочных ванн при термической обработке черных металлов (содержание нефтепродуктов 15% и более),1,1,1,1,1,0
36105812393,Отходы зачистки масляных закалочных ванн при термической обработке металлических поверхностей,1,1,1,1,1,0
36105821494,Окалина печей термической обработки черных металлов,1,1,1,1,1,0
36105831204,Окалина титановая при термической обработке титановых полуфабрикатов перед деформацией,0,0,0,0,0,0
36110000000,"Отходы обработки металлов давлением (волочением, прессованием, ковкой, штамповкой)",0,0,0,0,0,0
36111111334,"Отходы зачистки оборудования обработки черных металлов волочением, содержащие нефтепродукты менее 15%",1,1,1,1,1,0
36111112393,Отходы зачистки приямков прессов для штамповки и поковки черных металлов,0,0,0,0,0,0
36112111204,"Окалина при обработке металлов прессованием, содержащая нефтепродукты менее 15%",1,1,1,1,1,0
36113111404,Окалина при ковке черных металлов,0,0,0,0,0,0
36113811404,Шлак от сжигания кокса в кузнечном горне при ковке черных металлов,0,0,0,0,0,0
36114101494,"Окалина при механической очистке деталей из черных металлов, изготовленных горячей штамповкой",0,0,0,0,0,0
36114121333,"Окалина, замасленная при ковке и штамповке поковок (содержание нефтепродуктов 15% и более)",0,0,0,0,0,0
36114411303,Отходы смазочно-охлаждающей жидкости на основе графита при полугорячей штамповке черных металлов,0,0,0,0,0,0
36115111403,Окалина медная при волочении медной проволоки с одновременным отжигом,0,0,0,0,0,0
36115121314,"Смазочно-охлаждающие жидкости, отработанные при волочении медной проволоки, содержащие нефтепродукты менее 15%",0,0,0,0,0,0
36115131393,"Шлам медьсодержащий при волочении медной проволоки, содержащий нефтепродукты",0,0,0,0,0,0
36115421333,"Отходы зачистки оборудования для обработки цветных металлов волочением, содержащие нефтепродукты более 15%",0,0,0,0,0,0
36119111603,"Ткань фильтровальная, отработанная при очистке эмульсии для волочения цветных металлов",0,0,0,0,0,0
36119121603,"Ткань фильтровальная из искусственных волокон, отработанная при очистке эмульсии для волочения медной проволоки",0,0,0,0,0,0
36120000000,Отходы при механической обработке металлов,0,0,0,0,0,0
36121000000,"Отходы при обработке металлов резанием (точением, фрезерованием, сверлением, зенкерованием, долблением, протягиванием, развертыванием и т.д.)",0,0,0,0,0,0
36121100000,"Смазочно-охлаждающие жидкости, отработанные при металлообработке",0,0,0,0,0,0
36121101313,"Смазочно-охлаждающие масла, отработанные при металлообработке",1,1,1,1,1,0
36121102314,"Смазочно-охлаждающие жидкости на водной основе, отработанные при металлообработке",1,1,1,1,1,0
36121121313,"Смазочно-охлаждающие жидкости, отработанные при металлообработке, содержащие нефтепродукты 15% и более",1,1,1,1,1,0
36121131323,"Смазочно-охлаждающие жидкости на основе триэтаноламина, отработанные при металлообработке",0,0,0,0,0,0
36121200000,Стружка металлическая при металлообработке незагрязненная,0,0,0,0,0,0
36121201225,Стружка чугунная незагрязненная,0,0,0,0,0,0
36121202225,Стружка стальная незагрязненная,0,0,0,0,0,0
36121203225,Стружка черных металлов несортированная незагрязненная,0,0,0,0,0,0
36121204223,Стружка медная незагрязненная,0,0,0,0,0,0
36121205225,Стружка бронзы незагрязненная,0,0,0,0,0,0
36121206225,Стружка латуни незагрязненная,0,0,0,0,0,0
36121207225,Стружка алюминиевая незагрязненная,0,0,0,0,0,0
36121208225,Стружка титана и титановых сплавов незагрязненная,0,0,0,0,0,0
36121209223,Стружка свинцовая незагрязненная,0,0,0,0,0,0
36121211223,Стружка цинка незагрязненная,0,0,0,0,0,0
36121212224,Стружка никеля незагрязненная,0,0,0,0,0,0
36121213224,Стружка оловянная незагрязненная,0,0,0,0,0,0
36121214223,Стружка хрома незагрязненная,0,0,0,0,0,0
36121215224,Стружка магния незагрязненная,0,0,0,0,0,0
36121216223,Стружка молибдена незагрязненная,0,0,0,0,0,0
36121225222,Стружка бериллия незагрязненная,0,0,0,0,0,0
36121291223,Стружка цветных металлов в смеси незагрязненная,0,0,0,0,0,0
36121300000,Опилки металлические при металлообработке,0,0,0,0,0,0
36121301435,Опилки чугунные незагрязненные,0,0,0,0,0,0
36121302435,Опилки стальные незагрязненные,0,0,0,0,0,0
36121303435,Опилки черных металлов в смеси незагрязненные,0,0,0,0,0,0
36121304433,Опилки медные незагрязненные,0,0,0,0,0,0
36121305435,Опилки бронзы незагрязненные,0,0,0,0,0,0
36121306435,Опилки латуни незагрязненные,0,0,0,0,0,0
36121307435,Опилки титана незагрязненные,0,0,0,0,0,0
36121308432,Опилки свинцовые незагрязненные,0,0,0,0,0,0
36121309433,Опилки цинковые незагрязненные,0,0,0,0,0,0
36121311433,Опилки никеля незагрязненные,0,0,0,0,0,0
36121312434,Опилки оловянные незагрязненные,0,0,0,0,0,0
36121313433,Опилки хрома незагрязненные,0,0,0,0,0,0
36121314433,Опилки цветных металлов в смеси незагрязненные,0,0,0,0,0,0
36121315435,Опилки алюминиевые незагрязненные,0,0,0,0,0,0
36121451204,Отходы строжки магния незагрязненные,0,0,0,0,0,0
36121500000,Стружка металлическая при металлообработке загрязненная,0,0,0,0,0,0
36121502224,"Стружка стальная, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)",1,1,1,1,1,0
36121513223,"Стружка из черных металлов, загрязненная нефтепродуктами (содержание нефтепродуктов 15% и более)",0,0,0,0,0,0
36121514224,"Стружка из черных металлов, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)",0,0,0,0,0,0
36121531224,"Стружка магниевая, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)",0,0,0,0,0,0
36121533224,"Стружка титановая, загрязненная нефтепродуктами (содержание нефтепродуктов менее 15%)",0,0,0,0,0,0
36121591223,"Стружка цветных металлов в смеси, загрязненная смазочно-охлаждающей жидкостью",0,0,0,0,0,0
36121611394,"Шлам абразивно-металлический при обработке черных металлов резанием, содержащий нефтепродукты менее 15%",0,0,0,0,0,0
36121612393,"Шлам металлический при обработке черных металлов резанием, содержащий нефтепродукты 15% и более",0,0,0,0,0,0
36121711394,"Отходы зачистки оборудования электроэрозионной обработки стали, загрязненные маслами (содержание масел менее 15%)",0,0,0,0,0,0
36121871394,Осадок механической очистки вод гидроабразивной резки черных и цветных металлов,1,1,1,1,1,0
36121872395,Отходы песка при гидроабразивной резке черных и цветных металлов практически неопасные,0,0,0,0,0,0
36121881404,"Осадок механической очистки вод гидроабразивной резки черных, цветных металлов и изделий из резины",1,1,1,1,1,0
36122000000,Отходы при обработке металлов шлифованием и галтовкой,0,0,0,0,0,0
36122100000,Отходы при обработке поверхности черных металлов шлифованием ручным способом,0,0,0,0,0,0
36122101424,Пыль (порошок) от шлифования черных металлов с содержанием металла 50% и более,0,0,0,0,0,0
36122102424,Пыль (порошок) абразивные от шлифования черных металлов с содержанием металла менее 50%,0,0,0,0,0,0
36122111424,Отходы глинозема в виде пыли при шлифовании черных металлов,0,0,0,0,0,0
36122200000,Отходы при обработке поверхности черных металлов шлифованием механическим способом,0,0,0,0,0,0
36122201313,"Эмульсии и эмульсионные смеси для шлифовки металлов отработанные, содержащие масла или нефтепродукты в количестве 15% и более",1,1,1,1,1,0
36122202314,"Эмульсии и эмульсионные смеси для шлифовки металлов отработанные, содержащие масла или нефтепродукты в количестве менее 15%",1,1,1,1,1,0
36122203393,Шлам шлифовальный маслосодержащий,1,1,1,1,1,0
36122204394,Шлам шлифовальный при использовании водосмешиваемых смазочно-охлаждающих жидкостей,1,1,1,1,1,0
36122205393,"Шлам шлифовальный, содержащий водосмешиваемые смазочно-охлаждающие жидкости",0,0,0,0,0,0
36122211394,"Шлам шлифовальный, содержащий нефтепродукты в количестве менее 15%",0,0,0,0,0,0
36122251424,Пыль (порошок) от шлифования цветных металлов (содержание цветных металлов не более 5%),0,0,0,0,0,0
36122300000,Отходы при обработке поверхности цветных металлов шлифованием ручным способом,0,0,0,0,0,0
36122301424,Пыль (порошок) от шлифования алюминия с содержанием металла 50% и более,0,0,0,0,0,0
36122302422,Пыль (порошок) от шлифования свинца с содержанием металла 50% и более,0,0,0,0,0,0
36122303423,Пыль (порошок) от шлифования меди с содержанием металла 50% и более,0,0,0,0,0,0
36122304424,Пыль (порошок) от шлифования медных сплавов с содержанием металла 50% и более,0,0,0,0,0,0
36122305424,Пыль (порошок) от шлифования бронзы с содержанием металла 50% и более,0,0,0,0,0,0
36122306424,Пыль (порошок) от шлифования латуни с содержанием металла 50% и более,0,0,0,0,0,0
36122307423,Пыль (порошок) от шлифования цинка с содержанием металла 50% и более,0,0,0,0,0,0
36122308423,Пыль (порошок) от шлифования никеля с содержанием металла 50% и более,0,0,0,0,0,0
36122309424,Пыль (порошок) от шлифования олова с содержанием металла 50% и более,0,0,0,0,0,0
36122311424,Пыль (порошок) от шлифования титана с содержанием металла 50% и более,0,0,0,0,0,0
36122312423,Пыль (порошок) от шлифования хрома с содержанием металла 50% и более,0,0,0,0,0,0
36122400000,Отходы при обработке поверхности цветных металлов шлифованием механическим способом,0,0,0,0,0,0
36122411394,Шлам шлифования поверхности титановых изделий с использованием воды,0,0,0,0,0,0
36122500000,Прочие отходы при обработке поверхности черных и цветных металлов шлифованием,0,0,0,0,0,0
36122510000,Пыль (порошок) от шлифования цветных металлов в смеси,0,0,0,0,0,0
36122511424,Пыль при шлифовании цветных металлов в смеси (содержание цветных металлов не более 7%),0,0,0,0,0,0
36122521423,Пыль (порошок) от шлифования жаропрочных сплавов железа с никелем,0,0,0,0,0,0
36122550000,Пыль (порошок) от шлифования черных и цветных металлов в смеси,0,0,0,0,0,0
36122552424,Пыль (порошок) от шлифования черных и цветных металлов в смеси с преимущественным содержанием оксидов кремния и алюминия,0,0,0,0,0,0
36122553424,Пыль (порошок) от шлифования черных и цветных металлов в смеси с преимущественным содержанием оксидов кремния,0,0,0,0,0,0
36122554423,Пыль при шлифовании и очистке от битумного лака поверхности черных и цветных металлов,0,0,0,0,0,0
36122555423,"Пыль (порошок) от шлифования черных и цветных металлов в смеси, содержащая тяжелые металлы",0,0,0,0,0,0
36122556423,Пыль газоочистки с преимущественным содержанием никеля при механической обработке металлических поверхностей шлифованием,0,0,0,0,0,0
36122561424,Пыль войлочная от полировки черных металлов,0,0,0,0,0,0
36122571424,Порошок от полировки цветных металлов (содержание цветных металлов не более 5%),0,0,0,0,0,0
36122600000,Отходы при обработке поверхности черных и цветных металлов галтовкой,0,0,0,0,0,0
36122611424,Пыль галтовочной установки при обработке поверхности черных металлов сухой галтовкой,1,1,1,1,1,0
36122621394,Шлам галтовочной установки при обработке поверхности черных металлов мокрой галтовкой,1,1,1,1,1,0
36122631204,Отходы опилок древесных при обработке поверхности черных металлов галтовкой,0,0,0,0,0,0
36122638404,"Смесь абразива на основе диоксида кремния и древесных опилок, отработанная при обработке поверхности черных металлов галтовкой",0,0,0,0,0,0
36122651424,Пыль галтовочной установки при обработке поверхности цветных металлов сухой галтовкой с содержанием металлов менее 50%,0,0,0,0,0,0
36122931404,Отходы абразивной обработки поверхности черных металлов с содержанием оксидов металлов 50% и более,0,0,0,0,0,0
36123000000,"Отходы газоочистки при механической обработке металлов, не вошедшие в другие группы",0,0,0,0,0,0
36123100000,Пыль газоочистки при механической обработке черных металлов незагрязненная,0,0,0,0,0,0
36123101424,Пыль газоочистки черных металлов незагрязненная,0,0,0,0,0,0
36123102424,Пыль газоочистки чугунная незагрязненная,0,0,0,0,0,0
36123103424,Пыль газоочистки стальная незагрязненная,0,0,0,0,0,0
36123144424,Пыль газоочистки при дробеструйной обработке черных металлов,0,0,0,0,0,0
36123181424,Пыль газоочистки при механической обработке черных металлов с преимущественным содержанием оксида кремния,0,0,0,0,0,0
36123200000,Пыль газоочистки при механической обработке цветных металлов незагрязненная,0,0,0,0,0,0
36123201424,Пыль газоочистки меди и медных сплавов незагрязненная,0,0,0,0,0,0
36123202424,Пыль газоочистки алюминиевая незагрязненная,0,0,0,0,0,0
36123203424,Пыль газоочистки титана незагрязненная,0,0,0,0,0,0
36123204422,Пыль газоочистки свинца незагрязненная,0,0,0,0,0,0
36123205423,Пыль газоочистки никеля незагрязненная,0,0,0,0,0,0
36123206424,Пыль газоочистки оловянная незагрязненная,0,0,0,0,0,0
36123207423,Пыль газоочистки хрома незагрязненная,0,0,0,0,0,0
36123400000,Отходы мокрой газоочистки при механической обработке черных металлов,0,0,0,0,0,0
36123411394,Шлам газоочистки при полировке черных металлов абразивными материалами,0,0,0,0,0,0
36123535514,"Фильтры аэрозольные полипропиленовые, загрязненные бериллием при очистке выбросов от механической обработки бериллиевых изделий",0,0,0,0,0,0
36128211334,Осадок механической очистки промывных вод шлифовки и полировки изделий из цветных металлов с преимущественным содержанием оксида кремния,0,1,0,0,0,0
36129000000,Отходы зачистки оборудования при механической обработке металлов,0,0,0,0,0,0
36129101494,Крошка косточковая от зачистки бункеров циклонов при обработке металлов шлифованием,0,0,0,0,0,0
36129102494,"Крошка косточковая, отработанная при обработке металлов, загрязненная лакокрасочными средствами и оксидами кремния и железа",0,0,0,0,0,0
36130000000,Отходы при обработке металлов сваркой,0,0,0,0,0,0
36131000000,"Отходы при обработке металлов методом электрической сварки (дуговой, контактной, электрошлаковой, плазменной, индукционной и т.д.)",0,0,0,0,0,0
36131001515,Электроды угольные отработанные незагрязненные,0,0,0,0,0,0
36131811394,Отходы мокрой очистки отходящих газов при обработке металлов методом электрической сварки,0,0,0,0,0,0
36131911404,Отходы зачистки пылеулавливающего оборудования при обработке черных металлов методом электрической сварки,0,0,0,0,0,0
36132000000,"Отходы при обработке металлов методом механической сварки (трением, холодной, ультразвуковой и т.п.)",0,0,0,0,0,0
36133000000,"Отходы при обработке металлов методом химической сварки (газовой, термитной)",0,0,0,0,0,0
36133101394,Отходы разложения карбида кальция при получении ацетилена для газовой сварки,0,0,0,0,0,0
36134000000,"Отходы при обработке металлов методом лучевой сварки (фотонной, электронной, лазерной)",0,0,0,0,0,0
